Opportunity ID,Market,Plan,Monthly Price,Annual Price,Target Customer,Expected ARPU,Gross Margin %,Estimated CAC,Monthly Churn %,Estimated LTV,LTV:CAC,Payback Months,Customers for $10k MRR,Customers for $50k MRR,Customers for $100k MRR,Confidence Level,Assumptions
SAAS-003,Morocco,Trial strategy,No ongoing free plan / sandbox only,N/A,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,MAD3500 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,0.8–2.0,USD5880–7140 (24-month capped GP proxy),6.5–28.6,0.8–3.7,29,143,286,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Morocco,Starter,MAD2100,MAD22680,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,MAD3500 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,0.8–2.0,USD5880–7140 (24-month capped GP proxy),6.5–28.6,0.8–3.7,29,143,286,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Morocco,Professional,MAD3500,MAD37800,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,MAD3500 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,0.8–2.0,USD5880–7140 (24-month capped GP proxy),6.5–28.6,0.8–3.7,29,143,286,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Morocco,Business,MAD7000,MAD75600,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,MAD3500 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,0.8–2.0,USD5880–7140 (24-month capped GP proxy),6.5–28.6,0.8–3.7,29,143,286,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Morocco,Enterprise,MAD14000,MAD151200,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,MAD3500 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,0.8–2.0,USD5880–7140 (24-month capped GP proxy),6.5–28.6,0.8–3.7,29,143,286,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Morocco,High-ticket / custom,MAD21000,MAD226800,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,MAD3500 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,0.8–2.0,USD5880–7140 (24-month capped GP proxy),6.5–28.6,0.8–3.7,29,143,286,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Europe,Free strategy,No ongoing free plan / sandbox only,N/A,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,EUR499 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD9222–11198 (24-month capped GP proxy),3.1–12.4,1.9–7.8,19,92,183,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Europe,Trial strategy,No ongoing free plan / sandbox only,N/A,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,EUR499 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD9222–11198 (24-month capped GP proxy),3.1–12.4,1.9–7.8,19,92,183,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Europe,Starter,EUR300,EUR3240,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,EUR499 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD9222–11198 (24-month capped GP proxy),3.1–12.4,1.9–7.8,19,92,183,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Europe,Professional,EUR499,EUR5389,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,EUR499 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD9222–11198 (24-month capped GP proxy),3.1–12.4,1.9–7.8,19,92,183,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Europe,Business,EUR1000,EUR10800,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,EUR499 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD9222–11198 (24-month capped GP proxy),3.1–12.4,1.9–7.8,19,92,183,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Europe,Enterprise,EUR2000,EUR21600,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,EUR499 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD9222–11198 (24-month capped GP proxy),3.1–12.4,1.9–7.8,19,92,183,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,Europe,High-ticket / custom,EUR2990,EUR32292,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,EUR499 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD9222–11198 (24-month capped GP proxy),3.1–12.4,1.9–7.8,19,92,183,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,USA / International,Free strategy,No ongoing free plan / sandbox only,N/A,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,USD599 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD10063–12220 (24-month capped GP proxy),3.4–13.6,1.8–7.2,17,84,167,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,USA / International,Trial strategy,No ongoing free plan / sandbox only,N/A,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,USD599 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD10063–12220 (24-month capped GP proxy),3.4–13.6,1.8–7.2,17,84,167,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,USA / International,Starter,USD360,USD3888,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,USD599 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD10063–12220 (24-month capped GP proxy),3.4–13.6,1.8–7.2,17,84,167,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,USA / International,Professional,USD599,USD6469,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,USD599 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD10063–12220 (24-month capped GP proxy),3.4–13.6,1.8–7.2,17,84,167,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,USA / International,Business,USD1200,USD12960,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,USD599 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD10063–12220 (24-month capped GP proxy),3.4–13.6,1.8–7.2,17,84,167,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,USA / International,Enterprise,USD2400,USD25920,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,USD599 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD10063–12220 (24-month capped GP proxy),3.4–13.6,1.8–7.2,17,84,167,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-003,USA / International,High-ticket / custom,USD3590,USD38772,Road carriers; 10–75 vehicles; dispatcher plus billing clerk,USD599 professional baseline; mixed ARPU UNKNOWN,70–85,USD900–3000,0.8–2.0,USD10063–12220 (24-month capped GP proxy),3.4–13.6,1.8–7.2,17,84,167,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Morocco,Free strategy,No ongoing free plan / sandbox only,N/A,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,MAD2000 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,1.0–2.5,USD3360–4080 (24-month capped GP proxy),3.7–16.3,1.5–6.4,50,250,500,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Morocco,Trial strategy,No ongoing free plan / sandbox only,N/A,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,MAD2000 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,1.0–2.5,USD3360–4080 (24-month capped GP proxy),3.7–16.3,1.5–6.4,50,250,500,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Morocco,Starter,MAD1200,MAD12960,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,MAD2000 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,1.0–2.5,USD3360–4080 (24-month capped GP proxy),3.7–16.3,1.5–6.4,50,250,500,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Morocco,Professional,MAD2000,MAD21600,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,MAD2000 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,1.0–2.5,USD3360–4080 (24-month capped GP proxy),3.7–16.3,1.5–6.4,50,250,500,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Morocco,Business,MAD4000,MAD43200,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,MAD2000 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,1.0–2.5,USD3360–4080 (24-month capped GP proxy),3.7–16.3,1.5–6.4,50,250,500,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Morocco,Enterprise,MAD8000,MAD86400,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,MAD2000 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,1.0–2.5,USD3360–4080 (24-month capped GP proxy),3.7–16.3,1.5–6.4,50,250,500,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Morocco,High-ticket / custom,MAD12000,MAD129600,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,MAD2000 professional baseline; mixed ARPU UNKNOWN,70–85,USD250–900,1.0–2.5,USD3360–4080 (24-month capped GP proxy),3.7–16.3,1.5–6.4,50,250,500,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Europe,Free strategy,No ongoing free plan / sandbox only,N/A,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,EUR249 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD4602–5588 (24-month capped GP proxy),2.6–11.2,2.1–9.4,37,183,366,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Europe,Trial strategy,No ongoing free plan / sandbox only,N/A,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,EUR249 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD4602–5588 (24-month capped GP proxy),2.6–11.2,2.1–9.4,37,183,366,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Europe,Starter,EUR150,EUR1620,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,EUR249 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD4602–5588 (24-month capped GP proxy),2.6–11.2,2.1–9.4,37,183,366,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Europe,Professional,EUR249,EUR2689,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,EUR249 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD4602–5588 (24-month capped GP proxy),2.6–11.2,2.1–9.4,37,183,366,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Europe,Business,EUR500,EUR5400,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,EUR249 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD4602–5588 (24-month capped GP proxy),2.6–11.2,2.1–9.4,37,183,366,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Europe,Enterprise,EUR1000,EUR10800,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,EUR249 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD4602–5588 (24-month capped GP proxy),2.6–11.2,2.1–9.4,37,183,366,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,Europe,High-ticket / custom,EUR1490,EUR16092,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,EUR249 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD4602–5588 (24-month capped GP proxy),2.6–11.2,2.1–9.4,37,183,366,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,USA / International,Free strategy,No ongoing free plan / sandbox only,N/A,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,USD299 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD5023–6100 (24-month capped GP proxy),2.8–12.2,2.0–8.6,34,168,335,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,USA / International,Trial strategy,No ongoing free plan / sandbox only,N/A,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,USD299 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD5023–6100 (24-month capped GP proxy),2.8–12.2,2.0–8.6,34,168,335,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,USA / International,Starter,USD180,USD1944,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,USD299 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD5023–6100 (24-month capped GP proxy),2.8–12.2,2.0–8.6,34,168,335,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,USA / International,Professional,USD299,USD3229,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,USD299 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD5023–6100 (24-month capped GP proxy),2.8–12.2,2.0–8.6,34,168,335,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,USA / International,Business,USD600,USD6480,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,USD299 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD5023–6100 (24-month capped GP proxy),2.8–12.2,2.0–8.6,34,168,335,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,USA / International,Enterprise,USD1200,USD12960,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,USD299 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD5023–6100 (24-month capped GP proxy),2.8–12.2,2.0–8.6,34,168,335,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-002,USA / International,High-ticket / custom,USD1790,USD19332,Commercial HVAC contractors; 5–30 technicians; recurring service contracts,USD299 professional baseline; mixed ARPU UNKNOWN,70–85,USD500–1800,1.0–2.5,USD5023–6100 (24-month capped GP proxy),2.8–12.2,2.0–8.6,34,168,335,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Morocco,Free strategy,No ongoing free plan / sandbox only,N/A,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,MAD3500 professional baseline; mixed ARPU UNKNOWN,75–88,USD250–900,1.0–2.5,USD6300–7392 (24-month capped GP proxy),7.0–29.6,0.8–3.4,29,143,286,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Morocco,Trial strategy,No ongoing free plan / sandbox only,N/A,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,MAD3500 professional baseline; mixed ARPU UNKNOWN,75–88,USD250–900,1.0–2.5,USD6300–7392 (24-month capped GP proxy),7.0–29.6,0.8–3.4,29,143,286,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Morocco,Starter,MAD2100,MAD22680,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,MAD3500 professional baseline; mixed ARPU UNKNOWN,75–88,USD250–900,1.0–2.5,USD6300–7392 (24-month capped GP proxy),7.0–29.6,0.8–3.4,29,143,286,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Morocco,Professional,MAD3500,MAD37800,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,MAD3500 professional baseline; mixed ARPU UNKNOWN,75–88,USD250–900,1.0–2.5,USD6300–7392 (24-month capped GP proxy),7.0–29.6,0.8–3.4,29,143,286,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Morocco,Business,MAD7000,MAD75600,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,MAD3500 professional baseline; mixed ARPU UNKNOWN,75–88,USD250–900,1.0–2.5,USD6300–7392 (24-month capped GP proxy),7.0–29.6,0.8–3.4,29,143,286,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Morocco,Enterprise,MAD14000,MAD151200,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,MAD3500 professional baseline; mixed ARPU UNKNOWN,75–88,USD250–900,1.0–2.5,USD6300–7392 (24-month capped GP proxy),7.0–29.6,0.8–3.4,29,143,286,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Morocco,High-ticket / custom,MAD21000,MAD226800,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,MAD3500 professional baseline; mixed ARPU UNKNOWN,75–88,USD250–900,1.0–2.5,USD6300–7392 (24-month capped GP proxy),7.0–29.6,0.8–3.4,29,143,286,LOW — all economics modeled,"ASSUMPTION: Proposed subscription; annual 10% discount; custom tiers are floors, not quotes; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Europe,Free strategy,No ongoing free plan / sandbox only,N/A,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,EUR499 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD9880–11593 (24-month capped GP proxy),3.3–14.5,1.7–7.3,19,92,183,LOW — all economics modeled,"ASSUMPTION: No permanent free production plan; redacted-data audit; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
SAAS-004,Europe,Trial strategy,No ongoing free plan / sandbox only,N/A,MEP subcontractors; 10–100 staff; 3+ simultaneous projects,EUR499 professional baseline; mixed ARPU UNKNOWN,75–88,USD800–3000,1.0–2.5,USD9880–11593 (24-month capped GP proxy),3.3–14.5,1.7–7.3,19,92,183,LOW — all economics modeled,"ASSUMPTION: 14-day sandbox;30-day paid concierge pilot at Pro; no fake free delivery; FX: MAD10/USD1, EUR1/USD1.10 not spot rates; taxes/usage/implementation extra; CAC and LTV USD; early concierge GM may be30–60%; no claim of measured LTV"
